2023-03-17 00:00:00-04:00,65.44999694824219,65.62999725341797,63.040000915527344,63.150001525878906,4795300,0.0,0.0
2023-03-20 00:00:00-04:00,63.650001525878906,66.05000305175781,63.63999938964844,65.61000061035156,2419000,0.0,0.0
2023-03-21 00:00:00-04:00,66.95999908447266,67.5199966430664,66.73999786376953,67.20999908447266,1635700,0.0,0.0
2023-03-22 00:00:00-04:00,67.04000091552734,67.58000183105469,65.83999633789062,65.87000274658203,2322200,0.0,0.0
2023-03-23 00:00:00-04:00,65.77999877929688,66.77999877929688,64.91999816894531,65.5999984741211,2018300,0.0,0.0
2023-03-24 00:00:00-04:00,64.9000015258789,66.05999755859375,63.689998626708984,66.05000305175781,1661800,0.0,0.0
2023-03-27 00:00:00-04:00,66.66000366210938,67.19999694824219,66.18000030517578,66.37999725341797,1861500,0.0,0.0
2023-03-28 00:00:00-04:00,66.26000213623047,66.86000061035156,65.77999877929688,66.80999755859375,1056100,0.0,0.0
2023-03-29 00:00:00-04:00,67.4800033569336,67.95999908447266,67.18000030517578,67.80000305175781,1304300,0.0,0.0
2023-03-30 00:00:00-04:00,67.8499984741211,68.25,66.87999725341797,67.86000061035156,1315200,0.0,0.0
2023-03-31 00:00:00-04:00,67.9000015258789,68.87999725341797,67.01000213623047,67.87000274658203,2787600,0.0,0.0
2023-04-03 00:00:00-04:00,67.93000030517578,69.0199966430664,67.93000030517578,68.61000061035156,1773800,0.0,0.0
2023-04-04 00:00:00-04:00,68.6500015258789,68.83000183105469,67.18000030517578,67.88999938964844,2639700,0.0,0.0
2023-04-05 00:00:00-04:00,67.6500015258789,68.70999908447266,67.2699966430664,68.58999633789062,1790200,0.0,0.0
2023-04-06 00:00:00-04:00,68.7699966430664,69.44000244140625,68.43000030517578,68.94000244140625,1979200,0.0,0.0
2023-04-10 00:00:00-04:00,68.9000015258789,68.9000015258789,68.30999755859375,68.6500015258789,1581200,0.0,0.0
2023-04-11 00:00:00-04:00,68.75,69.16999816894531,68.44999694824219,69.01000213623047,1292200,0.0,0.0
2023-04-12 00:00:00-04:00,68.97000122070312,70.80000305175781,68.93000030517578,70.2300033569336,1505800,0.0,0.0
2023-04-13 00:00:00-04:00,69.79000091552734,70.66000366210938,69.36000061035156,70.5,2362900,0.0,0.0
2023-04-14 00:00:00-04:00,70.80000305175781,71.0,69.75,70.25,1437700,0.0,0.0
2023-04-17 00:00:00-04:00,70.25,70.9800033569336,69.63999938964844,70.94999694824219,1226400,0.0,0.0
2023-04-18 00:00:00-04:00,71.29000091552734,72.44000244140625,71.19000244140625,72.25,1343300,0.0,0.0
2023-04-19 00:00:00-04:00,71.93000030517578,72.52999877929688,71.77999877929688,72.12999725341797,2314200,0.0,0.0
2023-04-20 00:00:00-04:00,72.2300033569336,72.68000030517578,71.72000122070312,72.19000244140625,2177200,0.0,0.0
2023-04-21 00:00:00-04:00,71.9000015258789,71.9000015258789,70.62999725341797,71.68000030517578,1729900,0.0,0.0
2023-04-24 00:00:00-04:00,71.9800033569336,73.19000244140625,71.8499984741211,72.51000213623047,1940200,0.0,0.0
2023-04-25 00:00:00-04:00,72.29000091552734,73.19000244140625,72.08000183105469,72.58999633789062,1762800,0.0,0.0
2023-04-26 00:00:00-04:00,72.08000183105469,73.18000030517578,72.01000213623047,72.29000091552734,2274900,0.0,0.0
2023-04-27 00:00:00-04:00,72.62000274658203,73.94999694824219,71.04000091552734,73.87999725341797,2265100,0.0,0.0
2023-04-28 00:00:00-04:00,73.62000274658203,75.4000015258789,73.5,75.06999969482422,2204700,0.0,0.0
2023-05-01 00:00:00-04:00,74.93000030517578,76.91999816894531,74.88999938964844,75.9000015258789,1890800,0.0,0.0
2023-05-02 00:00:00-04:00,75.41000366210938,76.25,74.68000030517578,76.02999877929688,1959000,0.0,0.0
2023-05-03 00:00:00-04:00,76.25,76.4800033569336,75.13999938964844,75.62000274658203,1443800,0.0,0.0
2023-05-04 00:00:00-04:00,75.37000274658203,75.62000274658203,72.83999633789062,72.91999816894531,3000600,0.0,0.0
2023-05-05 00:00:00-04:00,73.25,75.0999984741211,72.4000015258789,74.80999755859375,1901200,0.0,0.0
2023-05-08 00:00:00-04:00,75.30999755859375,76.4000015258789,75.30000305175781,76.13999938964844,1995700,0.0,0.0
2023-05-09 00:00:00-04:00,76.0,76.62999725341797,75.86000061035156,76.61000061035156,1686800,0.0,0.0
2023-05-10 00:00:00-04:00,76.68000030517578,77.31999969482422,76.20999908447266,77.22000122070312,2081600,0.0,0.0
2023-05-11 00:00:00-04:00,77.0,77.33999633789062,76.5199966430664,77.30999755859375,1251300,0.0,0.0
2023-05-12 00:00:00-04:00,77.79000091552734,78.30000305175781,76.86000061035156,76.9000015258789,1076700,0.0,0.0
2023-05-15 00:00:00-04:00,76.93000030517578,76.97000122070312,74.73999786376953,75.0999984741211,1959200,0.0,0.0
2023-05-16 00:00:00-04:00,74.83999633789062,75.13999938964844,74.19999694824219,74.5199966430664,1952400,0.0,0.0
2023-05-17 00:00:00-04:00,74.66999816894531,74.76000213623047,72.91000366210938,73.04000091552734,1876200,0.0,0.0
2023-05-18 00:00:00-04:00,73.0,75.4000015258789,72.72000122070312,75.30000305175781,1739800,0.0,0.0
2023-05-19 00:00:00-04:00,75.7699966430664,76.69000244140625,75.58999633789062,76.0199966430664,2176000,0.0,0.0
2023-05-22 00:00:00-04:00,75.97000122070312,76.2699966430664,72.66000366210938,73.5,2533100,0.0,0.0
